node_id,work,score,connectivity,forwards,delivery_contributions
w106,0.310305,0.217214,0.0000,123,3
w107,0.592181,0.414527,0.0000,27,3
w108,2.160216,1.512151,0.0000,141,7
w109,0.000000,0.000000,0.0000,60,0
w110,2.373213,1.661249,0.0000,105,5
w111,2.961180,2.072826,0.0000,98,7
w112,0.966090,0.676263,0.0000,105,4
w113,0.805100,0.563570,0.0000,79,4
w114,1.297034,0.907924,0.0000,62,3
w115,3.646485,2.552540,0.0000,159,11
w116,0.628955,0.440268,0.0000,15,2
w117,0.378665,0.265066,0.0000,115,4
w118,1.207740,0.995418,0.5000,234,11
w119,0.154492,0.108144,0.0000,71,1
w120,1.052256,0.736579,0.0000,89,6
w121,2.585028,1.809520,0.0000,195,9
w122,1.930834,1.351584,0.0000,42,6
w123,1.599764,1.119835,0.0000,188,5
w124,0.352671,0.246870,0.0000,31,3
w125,3.458962,2.421274,0.0000,231,10
w126,0.923757,0.646630,0.0000,146,4
w127,1.708094,1.195666,0.0000,58,5
w128,2.132951,1.493066,0.0000,91,6
w129,6.452166,4.516516,0.0000,284,17
w130,0.974336,0.682035,0.0000,33,2
w131,0.790156,0.553109,0.0000,233,4
w132,1.819536,1.273676,0.0000,79,6
w133,5.233328,3.663330,0.0000,83,8
w134,0.759463,0.531624,0.0000,48,4
w135,1.220024,1.004017,0.5000,519,7
w136,0.000000,0.000000,0.0000,5,0
w137,0.978911,0.685238,0.0000,175,5
w138,0.576408,0.403486,0.0000,95,2
w139,0.395533,0.276873,0.0000,277,3
w140,0.291029,0.203720,0.0000,49,2
w141,1.712562,1.298794,0.3333,337,5
w142,1.040491,1.028344,1.0000,55,5
w143,0.696289,0.637403,0.5000,259,7
w144,0.497864,0.348505,0.0000,51,4
w145,1.301872,0.911310,0.0000,452,6
w146,3.041208,2.128846,0.0000,195,7
w147,2.067325,1.447127,0.0000,147,8
w148,0.411829,0.588280,1.0000,115,1
w149,3.426782,2.398748,0.0000,418,16
t150,8.513033,6.059123,0.3333,335,25
t151,13.198411,9.338888,0.3333,366,34
t152,6.631019,4.641713,0.0000,209,12
t153,5.267981,3.687586,0.0000,358,15
t154,6.971498,4.880048,0.0000,207,12
t155,0.881897,0.617328,0.0000,405,7
